4600 , 0.420308 , 3.00521e-05,  0.00312309 , -9.15401e-05,  1 , 2.27816e-05 , 2.41673e-05 , -3.78796e-08
4640 , 0.420774 , 3.00094e-05,  0.00358898 , -9.15641e-05,  1 , 2.27847e-05 , 2.41674e-05 , -4.32258e-08
4680 , 0.421343 , 2.99573e-05,  0.00415831 , -9.15835e-05,  1 , 2.27886e-05 , 2.41676e-05 , -4.97591e-08
4720 , 0.42205 , 2.98926e-05,  0.00486486 , -9.15989e-05,  1 , 2.27934e-05 , 2.41677e-05 , -5.78669e-08
4760 , 0.422942 , 2.98108e-05,  0.00575737 , -9.1611e-05,  1 , 2.27995e-05 , 2.4168e-05 , -6.81087e-08
4800 , 0.424093 , 2.97054e-05,  0.00690835 , -9.16203e-05,  1 , 2.28073e-05 , 2.41683e-05 , -8.13165e-08
4840 , 0.425614 , 2.9566e-05,  0.00842926 , -9.16272e-05,  1 , 2.28176e-05 , 2.41686e-05 , -9.87692e-08
4880 , 0.427683 , 2.93764e-05,  0.0104985 , -9.16323e-05,  1 , 2.28317e-05 , 2.41692e-05 , -1.22514e-07
4920 , 0.4306 , 2.91091e-05,  0.0134157 , -9.16359e-05,  1 , 2.28515e-05 , 2.41699e-05 , -1.55989e-07
4960 , 0.4349 , 2.87151e-05,  0.0177154 , -9.16384e-05,  1 , 2.28807e-05 , 2.4171e-05 , -2.0533e-07
5000 , 0.441611 , 2.81001e-05,  0.0244265 , -9.16399e-05,  1 , 2.29263e-05 , 2.41727e-05 , -2.8234e-07
5040 , 0.452921 , 2.70637e-05,  0.0357359 , -9.16409e-05,  1 , 2.30032e-05 , 2.41756e-05 , -4.12117e-07
5080 , 0.474156 , 2.51176e-05,  0.0569718 , -9.16413e-05,  1 , 2.31475e-05 , 2.4181e-05 , -6.55803e-07
5120 , 0.512182 , 2.16329e-05,  0.0949968 , -9.16416e-05,  1 , 2.34059e-05 , 2.41907e-05 , -1.09215e-06
5160 , 0.552182 , 1.79673e-05,  0.134997 , -9.16416e-05,  1 , 2.36777e-05 , 2.42009e-05 , -1.55115e-06
5200 , 0.592182 , 1.43016e-05,  0.174997 , -9.16416e-05,  1 , 2.39495e-05 , 2.42111e-05 , -2.01016e-06
5240 , 0.632182 , 1.06359e-05,  0.214997 , -9.16416e-05,  1 , 2.42213e-05 , 2.42213e-05 , -2.46917e-06
